"Country or Area","Year","Value","Value Footnotes"
"Albania","2014","13370191506.0031",""
"Albania","2013","12916669735.6928",""
"Albania","2012","12344529628.0617",""
"Albania","2011","12890866742.6533",""
"Albania","2010","11926957254.6288",""
"Albania","2009","12044208085.864",""
"Albania","2008","12881353507.8539",""
"Albania","2007","10701011524.0982",""
"Albania","2006","9132558096.86514",""
"Albania","2005","8376668351.83644",""
"Albania","2004","7464446950.18143",""
"Albania","2003","5652325081.83146",""
"Albania","2002","4449373455.28143",""
"Albania","2001","4091020249.1995",""
"Albania","2000","3686649386.83962",""
"Albania","1999","3434402453.29471",""
"Albania","1998","2727745453.16221",""
"Albania","1997","2196223713.70143",""
"Albania","1996","3013217853.03299",""
"Albania","1995","2424498953.26963",""
"Albania","1994","1985673026.02143",""
"Albania","1993","1228071037.84446",""
"Albania","1992","709452572.338241",""
"Albania","1991","1139166676.01094",""
"Albania","1990","2101624962.5",""
"Albania","1989","2335124987.5",""
"Albania","1988","2126000000",""
"Albania","1987","2156624900",""
"Albania","1986","2173750012.5",""
"Albania","1985","1965384586.2409",""
"Albania","1984","1924242453.00793",""
"Austria","2014","436343622435.169",""
"Austria","2013","428321937480.432",""
"Austria","2012","407575109732.57",""
"Austria","2011","429072838476.508",""
"Austria","2010","389679337748.344",""
"Austria","2009","397594331758.822",""
"Austria","2008","427611542405.156",""
"Austria","2007","386458937859.294",""
"Austria","2006","334309371471.584",""
"Austria","2005","314649048625.793",""
"Austria","2004","299857213806.804",""
"Austria","2003","260721444695.26",""
"Austria","2002","212970732166.384",""
"Austria","2001","196953646532.438",""
"Austria","2000","196421687857.011",""
"Austria","1999","216725229064.564",""
"Austria","1998","217683637172.076",""
"Austria","1997","212323486300.598",""
"Austria","1996","236720561476.475",""
"Austria","1995","240457622492.152",""
"Austria","1994","203044934345.26",""
"Austria","1993","189921093103.04",""
"Austria","1992","194608189331.33",""
"Austria","1991","173375486152.033",""
"Austria","1990","166062326031.708",""
"Austria","1989","132785127405.096",""
"Austria","1988","133018165607.935",""
"Austria","1987","123869286025.25",""
"Austria","1986","98797566471.3835",""
"Austria","1985","69219606278.2655",""
"Austria","1984","67821539096.3483",""
"Austria","1983","71947295848.0159",""
"Austria","1982","71103573445.1884",""
"Austria","1981","70863141524.1058",""
"Austria","1980","81861199744.7352",""
"Austria","1979","73759135357.6943",""
"Austria","1978","61902776461.6697",""
"Austria","1977","51421613520.9391",""
"Austria","1976","42856485387.7426",""
"Austria","1975","39962708382.7131",""
"Austria","1974","35104534746.7609",""
"Austria","1973","29444374165.4368",""
"Austria","1972","22006488481.4572",""
"Austria","1971","17815453243.7493",""
"Austria","1970","15335961894.6811",""
"Austria","1969","13582798556.2404",""
"Austria","1968","12440625312.8685",""
"Austria","1967","11579431668.9165",""
"Austria","1966","10887682273.1014",""
"Austria","1965","9994070615.85997",""
"Austria","1964","9169983885.71185",""
"Austria","1963","8374175257.73075",""
"Austria","1962","7756110210.11966",""
"Austria","1961","7311749633.36229",""
"Austria","1960","6592693841.18495",""
"Belarus","2014","76139250364.5185",""
"Belarus","2013","73097619636.8209",""
"Belarus","2012","63615445566.8483",""
"Belarus","2011","59734593904.6402",""
"Belarus","2010","55220932613.958",""
"Belarus","2009","49208656976.0389",""
"Belarus","2008","60752177438.8895",""
"Belarus","2007","45275747860.6442",""
"Belarus","2006","36961821893.6976",""
"Belarus","2005","30210091836.8294",""
"Belarus","2004","23141587717.7633",""
"Belarus","2003","17825436034.5366",""
"Belarus","2002","14594925392.9691",""
"Belarus","2001","12354820143.8849",""
"Belarus","2000","12736856485.1068",""
"Belarus","1999","12138485328.6267",""
"Belarus","1998","15222014828.3039",""
"Belarus","1997","14128412417.193",""
"Belarus","1996","14756861538.4615",""
"Belarus","1995","13972637603.2102",""
"Belarus","1994","14931599418.4226",""
"Belarus","1993","16280372553.0518",""
"Belarus","1992","17022180272.211",""
"Belarus","1991","17813389815.004",""
"Belarus","1990","17369598958.1159",""
"Belgium","2014","533382785676.064",""
"Belgium","2013","524778837629.771",""
"Belgium","2012","498746230593.886",""
"Belgium","2011","528099805393.383",""
"Belgium","2010","484433112582.781",""
"Belgium","2009","485833564879.133",""
"Belgium","2008","520090815878.131",""
"Belgium","2007","472309061045.716",""
"Belgium","2006","410698783088.697",""
"Belgium","2005","386954358910.583",""
"Belgium","2004","370445741246.586",""
"Belgium","2003","318573363431.151",""
"Belgium","2002","258389798607.19",""
"Belgium","2001","237397762863.535",""
"Belgium","2000","237336465819.053",""
"Belgium","1999","259666524611.123",""
"Belgium","1998","259822182707.268",""
"Belgium","1997","254099007668.02",""
"Belgium","1996","280790879478.827",""
"Belgium","1995","289122879036.672",""
"Belgium","1994","245817096696.407",""
"Belgium","1993","225577891791.045",""
"Belgium","1992","235676160602.258",""
"Belgium","1991","211312935617.247",""
"Belgium","1990","206113954611.299",""
"Belgium","1989","164846642096.642",""
"Belgium","1988","162917388919.364",""
"Belgium","1987","149963587250.135",""
"Belgium","1986","120475979772.44",""
"Belgium","1985","86596915551.3282",""
"Belgium","1984","83667062273.1081",""
"Belgium","1983","87516370808.6785",""
"Belgium","1982","92446759668.0205",""
"Belgium","1981","105128965667.101",""
"Belgium","1980","127312456890.606",""
"Belgium","1979","116758530544.854",""
"Belgium","1978","101632253106.187",""
"Belgium","1977","83155543050.0844",""
"Belgium","1976","71384848484.8485",""
"Belgium","1975","65928375562.1367",""
"Belgium","1974","56246582435.7912",""
"Belgium","1973","47925688263.2995",""
"Belgium","1972","37351205205.7557",""
"Belgium","1971","29935284927.2264",""
"Belgium","1970","26807906413.8766",""
"Belgium","1969","23710735894.7022",""
"Belgium","1968","21376353113.475",""
"Belgium","1967","19992040788.4593",""
"Belgium","1966","18651883472.4808",""
"Belgium","1965","17371457607.9374",""
"Belgium","1964","15960106680.6732",""
"Belgium","1963","14260017387.0492",""
"Belgium","1962","13264015675.3193",""
"Belgium","1961","12400145221.595",""
"Belgium","1960","11658722590.99",""
"Bosnia and Herzegovina","2014","18344278252.6116",""
"Bosnia and Herzegovina","2013","17851326454.4159",""
"Bosnia and Herzegovina","2012","16906005781.1063",""
"Bosnia and Herzegovina","2011","18318439121.4727",""
"Bosnia and Herzegovina","2010","16847493058.8474",""
"Bosnia and Herzegovina","2009","17264893103.2034",""
"Bosnia and Herzegovina","2008","18711890353.5051",""
"Bosnia and Herzegovina","2007","15441062281.3156",""
"Bosnia and Herzegovina","2006","12550175101.0198",""
"Bosnia and Herzegovina","2005","10903626824.2505",""
"Bosnia and Herzegovina","2004","10022840634.9206",""
"Bosnia and Herzegovina","2003","8370020196.19158",""
"Bosnia and Herzegovina","2002","6651226179.01829",""
"Bosnia and Herzegovina","2001","5748990554.79945",""
"Bosnia and Herzegovina","2000","5505984455.95855",""
"Bosnia and Herzegovina","1999","4685729738.56209",""
"Bosnia and Herzegovina","1998","4116699576.17583",""
"Bosnia and Herzegovina","1997","3671816537.75935",""
"Bosnia and Herzegovina","1996","2786045391.91109",""
"Bosnia and Herzegovina","1995","1866572973.11395",""
"Bosnia and Herzegovina","1994","1255802465.43943",""
"Bulgaria","2014","55734676434.6764",""
"Bulgaria","2013","54479873099.8914",""
"Bulgaria","2012","52591569645.2037",""
"Bulgaria","2011","55765057234.2695",""
"Bulgaria","2010","48669060511.7098",""
"Bulgaria","2009","50161403995.166",""
"Bulgaria","2008","53316403410.3657",""
"Bulgaria","2007","43637701889.4332",""
"Bulgaria","2006","33649637657.9234",""
"Bulgaria","2005","29299967875.0211",""
"Bulgaria","2004","25919754936.1945",""
"Bulgaria","2003","21101364344.6644",""
"Bulgaria","2002","16343311506.9812",""
"Bulgaria","2001","14303810794.543",""
"Bulgaria","2000","13353530538.0878",""
"Bulgaria","1999","13659823859.9893",""
"Bulgaria","1998","14631307232.6115",""
"Bulgaria","1997","11195830236.5819",""
"Bulgaria","1996","10110256626.4722",""
"Bulgaria","1995","13069095617.8448",""
"Bulgaria","1994","9704878270.8034",""
"Bulgaria","1993","10831998208.3172",""
"Bulgaria","1992","10371900826.4463",""
"Bulgaria","1991","10943548387.0968",""
"Bulgaria","1990","20726301369.863",""
"Bulgaria","1989","21746813186.8132",""
"Bulgaria","1988","23002459508.0984",""
"Bulgaria","1987","28429027237.3541",""
"Bulgaria","1986","20261212477.9282",""
"Bulgaria","1985","17562122844.8276",""
"Bulgaria","1984","17411159978.0099",""
"Bulgaria","1983","16959385665.529",""
"Bulgaria","1982","19804095563.1399",""
"Bulgaria","1981","20056236481.615",""
"Bulgaria","1980","20039627039.627",""
"Croatia","2014","57222574023.1725",""
"Croatia","2013","57868674297.5337",""
"Croatia","2012","56485308445.7207",""
"Croatia","2011","62236755927.319",""
"Croatia","2010","59665514732.63",""
"Croatia","2009","62636688809.4021",""
"Croatia","2008","70452887537.9939",""
"Croatia","2007","60082020691.5836",""
"Croatia","2006","50436294494.5014",""
"Croatia","2005","45416076680.8707",""
"Croatia","2004","41574530815.5047",""
"Croatia","2003","34658113497.39",""
"Croatia","2002","26878499206.0165",""
"Croatia","2001","23289671102.3197",""
"Croatia","2000","21774273832.1031",""
"Croatia","1999","23386945596.6928",""
"Croatia","1998","25432144406.2043",""
"Croatia","1997","23822087053.2091",""
"Croatia","1996","23678012697.3612",""
"Croatia","1995","22387561845.2244",""
"Cyprus","2014","23226158986.1653",""
"Cyprus","2013","24057251748.5613",""
"Cyprus","2012","24940600822.1062",""
"Cyprus","2011","27089174646.3239",""
"Cyprus","2010","25247424010.9811",""
"Cyprus","2009","25593262400.8645",""
"Cyprus","2008","27493064742.3573",""
"Cyprus","2007","23716042497.1344",""
"Cyprus","2006","19866878478.6748",""
"Cyprus","2005","18270009451.3257",""
"Cyprus","2004","17164625000",""
"Cyprus","2003","14445240090.6002",""
"Cyprus","2002","11345759615.3846",""
"Cyprus","2001","10328979963.5701",""
"Cyprus","2000","9929632422.24317",""
"Cyprus","1999","10443559870.5502",""
"Cyprus","1998","10209966063.3484",""
"Cyprus","1997","9504538198.40365",""
"Cyprus","1996","9989422835.63363",""
"Cyprus","1995","9914864165.58862",""
"Cyprus","1994","7425703928.57143",""
"Cyprus","1993","6590291048.29211",""
"Cyprus","1992","6912150456.32334",""
"Cyprus","1991","5770197348.48485",""
"Cyprus","1990","5591130217.66965",""
"Cyprus","1989","4563482603.5503",""
"Cyprus","1988","4278792597.23965",""
"Cyprus","1987","3704813885.50548",""
"Cyprus","1986","3090734463.27684",""
"Cyprus","1985","2430411900.19194",""
"Cyprus","1984","2278248953.14058",""
"Cyprus","1983","2160364071.19021",""
"Cyprus","1982","2159242416.76942",""
"Cyprus","1981","2087496373.77964",""
"Cyprus","1980","2154311276.94859",""
"Cyprus","1979","1288699035.25043",""
"Cyprus","1978","964024708.074513",""
"Cyprus","1977","734876215.358717",""
"Cyprus","1976","576090015.541753",""
"Cyprus","1975","489912541.50963",""
"Czech Republic","2014","205522871251.355",""
"Czech Republic","2013","208796024645.834",""
"Czech Republic","2012","206751372749.33",""
"Czech Republic","2011","227307455399.273",""
"Czech Republic","2010","207015860050.371",""
"Czech Republic","2009","205729790694.015",""
"Czech Republic","2008","235204812643.146",""
"Czech Republic","2007","188818155388.125",""
"Czech Republic","2006","155213006071.979",""
"Czech Republic","2005","135990215966.674",""
"Czech Republic","2004","118976023159.713",""
"Czech Republic","2003","99300329682.0164",""
"Czech Republic","2002","81696651658.8981",""
"Czech Republic","2001","67375623427.4642",""
"Czech Republic","2000","61474265134.5364",""
"Czech Republic","1999","64719461254.5271",""
"Czech Republic","1998","66372594575.1707",""
"Czech Republic","1997","61621364981.4187",""
"Czech Republic","1996","66775046785.4354",""
"Czech Republic","1995","59537113790.5049",""
"Czech Republic","1994","47364870592.3224",""
"Czech Republic","1993","40452245051.9672",""
"Czech Republic","1992","34451991510.4351",""
"Czech Republic","1991","29557058045.2556",""
"Czech Republic","1990","40315846933.6601",""
"Denmark","2014","341951607730.409",""
"Denmark","2013","335877548363.831",""
"Denmark","2012","322276544469.312",""
"Denmark","2011","341498686832.939",""
"Denmark","2010","319810991980.939",""
"Denmark","2009","319762353336.194",""
"Denmark","2008","352591553716.09",""
"Denmark","2007","319500339842.387",""
"Denmark","2006","282961088316.405",""
"Denmark","2005","264559522419.917",""
"Denmark","2004","251242843551.268",""
"Denmark","2003","218095997085.477",""
"Denmark","2002","178635160297.415",""
"Denmark","2001","164791416350.267",""
"Denmark","2000","164158800460.219",""
"Denmark","1999","177965224620.854",""
"Denmark","1998","176992000955.11",""
"Denmark","1997","173537588008.176",""
"Denmark","1996","187632400365.599",""
"Denmark","1995","185006961302.299",""
"Denmark","1994","156144907713.109",""
"Denmark","1993","142962908126.282",""
"Denmark","1992","152690727456.47",""
"Denmark","1991","138964902681.154",""
"Denmark","1990","138094867983.066",""
"Denmark","1989","111886843041.23",""
"Denmark","1988","115111921562.802",""
"Denmark","1987","109150051898.309",""
"Denmark","1986","87800284266.4689",""
"Denmark","1985","62220603223.7364",""
"Denmark","1984","58673425641.6198",""
"Denmark","1983","60188398031.7113",""
"Denmark","1982","59916302625.8941",""
"Denmark","1981","61376982901.4235",""
"Denmark","1980","70867456839.1916",""
"Denmark","1979","70309789013.4955",""
"Denmark","1978","60281344068.4728",""
"Denmark","1977","49666411247.3348",""
"Denmark","1976","44401703887.5103",""
"Denmark","1975","40251070272.5279",""
"Denmark","1974","33900572609.887",""
"Denmark","1973","30459575171.5018",""
"Denmark","1972","22966370713.5971",""
"Denmark","1971","18823155541.7907",""
"Denmark","1970","16866160000",""
"Denmark","1969","15009384584.5333",""
"Denmark","1968","13196541952",""
"Denmark","1967","12788479692.1939",""
"Denmark","1966","11721248101.0874",""
"Denmark","1965","10678897387.0006",""
"Denmark","1964","9506678762.77765",""
"Denmark","1963","8316692385.77386",""
"Denmark","1962","7812968114.40012",""
"Denmark","1961","6933842098.84548",""
"Denmark","1960","6248946880.2777",""
"Estonia","2014","25904874312.3244",""
"Estonia","2013","24880264958.1187",""
"Estonia","2012","22660728506.5478",""
"Estonia","2011","22802057269.9472",""
"Estonia","2010","19482251655.6291",""
"Estonia","2009","19641844956.9325",""
"Estonia","2008","24184854255.1633",""
"Estonia","2007","22229811114.1528",""
"Estonia","2006","16958976289.0478",""
"Estonia","2005","14003482153.9609",""
"Estonia","2004","12057639751.5528",""
"Estonia","2003","9822154471.54471",""
"Estonia","2002","7308655929.1702",""
"Estonia","2001","6233551159.25163",""
"Estonia","2000","5685524739.70331",""
"Estonia","1999","5715289608.17717",""
"Estonia","1998","5607965290.91111",""
"Estonia","1997","5059174932.37151",""
"Estonia","1996","4739237872.28508",""
"Estonia","1995","4362234461.05429",""
"Finland","2014","270673584161.517",""
"Finland","2013","268196956059.897",""
"Finland","2012","256706466091.089",""
"Finland","2011","273657214345.288",""
"Finland","2010","247814569536.424",""
"Finland","2009","251499027507.641",""
"Finland","2008","283742493042.332",""
"Finland","2007","255384615384.615",""
"Finland","2006","216552502822.732",""
"Finland","2005","204436015420.968",""
"Finland","2004","196768065557.487",""
"Finland","2003","171071106094.808",""
"Finland","2002","139552983248.635",""
"Finland","2001","129250111856.823",""
"Finland","2000","125539893126.958",""
"Finland","1999","135225868314.511",""
"Finland","1998","133936359590.565",""
"Finland","1997","126833123353.568",""
"Finland","1996","132099404607.818",""
"Finland","1995","134199346405.229",""
"Finland","1994","103321570859.419",""
"Finland","1993","89255751014.885",""
"Finland","1992","112625431377.754",""
"Finland","1991","127866490222.026",""
"Finland","1990","141517648888.198",""
"Finland","1989","119064708327.56",""
"Finland","1988","109103056147.832",""
"Finland","1987","91642093872.5822",""
"Finland","1986","73586676049.7302",""
"Finland","1985","55914236377.5902",""
"Finland","1984","52926394934.7052",""
"Finland","1983","51014090520.9223",""
"Finland","1982","52832120389.7866",""
"Finland","1981","52485533204.7396",""
"Finland","1980","53685049410.2646",""
"Finland","1979","44498244542.8179",""
"Finland","1978","36283032490.9747",""
"Finland","1977","33524715951.0108",""
"Finland","1976","31873211263.2713",""
"Finland","1975","29494585421.0441",""
"Finland","1974","24867338900.2678",""
"Finland","1973","19486852341.6835",""
"Finland","1972","14754086607.3989",""
"Finland","1971","12536658141.5175",""
"Finland","1970","11365939977.3499",""
"Finland","1969","10070766720.5011",""
"Finland","1968","8823033880.32993",""
"Finland","1967","9368954010.3132",""
"Finland","1966","9208524504.87684",""
"Finland","1965","8589340019.02985",""
"Finland","1964","7766655085.78588",""
"Finland","1963","6885920328.66187",""
"Finland","1962","6340580854.39073",""
"Finland","1961","5921659485.03284",""
"Finland","1960","5224102195.52771",""
"France","2014","2829192039171.84",""
"France","2013","2810249215589.07",""
"France","2012","2681416108537.39",""
"France","2011","2862502085070.89",""
"France","2010","2646994701986.75",""
"France","2009","2693827452070.02",""
"France","2008","2923465651091.26",""
"France","2007","2663112510265.54",""
"France","2006","2325011918203.49",""
"France","2005","2203678646934.46",""
"France","2004","2124112242364.04",""
"France","2003","1848124153498.87",""
"France","2002","1500337850555.24",""
"France","2001","1382218344519.02",""
"France","2000","1368438363736.87",""
"France","1999","1500275942893.67",""
"France","1998","1510758283299.98",""
"France","1997","1460709148123.17",""
"France","1996","1614245416078.98",""
"France","1995","1609892232882.11",""
"France","1994","1401636342155.01",""
"France","1993","1330094973361.13",""
"France","1992","1408724907063.2",""
"France","1991","1275563306592.26",""
"France","1990","1275300566196.84",""
"France","1989","1030122352457.33",""
"France","1988","1023504019381.13",""
"France","1987","938368438284.405",""
"France","1986","774556302680.178",""
"France","1985","555197109067.017",""
"France","1984","532648802822.187",""
"France","1983","561852138738.274",""
"France","1982","586837009681.605",""
"France","1981","617589619794.81",""
"France","1980","703525302701.025",""
"France","1979","615834104224.484",""
"France","1978","508183139534.884",""
"France","1977","411464295266.114",""
"France","1976","373410270417.919",""
"France","1975","362000917852.226",""
"France","1974","286526186579.378",""
"France","1973","265381555686.506",""
"France","1972","204283485045.514",""
"France","1971","166564460755.298",""
"France","1970","148948860281.091",""
"France","1969","140725497222.277",""
"France","1968","129847107787.883",""
"France","1967","119466139619.589",""
"France","1966","110597467198.645",""
"France","1965","102160571409.274",""
"France","1964","94906593388.3107",""
"France","1963","85551113767.3727",""
"France","1962","76313782251.6964",""
"France","1961","68346741504.4257",""
"France","1960","62651474946.6007",""
"Georgia","2014","16529963187.4044",""
"Georgia","2013","16140047012.1438",""
"Georgia","2012","15846474595.773",""
"Georgia","2011","14434619982.2117",""
"Georgia","2010","11638536834.4274",""
"Georgia","2009","10766836276.5639",""
"Georgia","2008","12795044472.7663",""
"Georgia","2007","10172869679.7366",""
"Georgia","2006","7745406200.85374",""
"Georgia","2005","6410941012.59189",""
"Georgia","2004","5125273880.74998",""
"Georgia","2003","3991374548.50512",""
"Georgia","2002","3395778673.79183",""
"Georgia","2001","3219487824.87911",""
"Georgia","2000","3057453482.55826",""
"Georgia","1999","2800024313.95144",""
"Georgia","1998","3613500117.24928",""
"Georgia","1997","3510540809.24855",""
"Georgia","1996","3094915505.9093",""
"Georgia","1995","2693731865.97036",""
"Georgia","1994","2513870586.73344",""
"Georgia","1993","2701181331.30816",""
"Georgia","1992","3690328963.64086",""
"Georgia","1991","6357615894.03974",""
"Georgia","1990","7772020725.3886",""
"Germany","2014","3852556169656.01",""
"Germany","2013","3730260571356.51",""
"Germany","2012","3533242461467.05",""
"Germany","2011","3751876563803.17",""
"Germany","2010","3412211920529.8",""
"Germany","2009","3412975826618.51",""
"Germany","2008","3746916654460.23",""
"Germany","2007","3435683000273.75",""
"Germany","2006","2998619997490.9",""
"Germany","2005","2857629648053.72",""
"Germany","2004","2815470573628.01",""
"Germany","2003","2502313769751.69",""
"Germany","2002","2076303406738.19",""
"Germany","2001","1947928411633.11",""
"Germany","2000","1947208402432.28",""
"Germany","1999","2196686554442.79",""
"Germany","1998","2239913304434.81",""
"Germany","1997","2215937288517.93",""
"Germany","1996","2501572654016.12",""
"Germany","1995","2590500887129.79",""
"Germany","1994","2205966011811.5",""
"Germany","1993","2068555542410.98",""
"Germany","1992","2123130870381.97",""
"Germany","1991","1861873895109.02",""
"Germany","1990","1764967921559.13",""
"Germany","1989","1393674295225.22",""
"Germany","1988","1395931506849.31",""
"Germany","1987","1293264309031.56",""
"Germany","1986","1042300729532.56",""
"Germany","1985","729763287270.795",""
"Germany","1984","722367603601.127",""
"Germany","1983","767768364611.26",""
"Germany","1982","773638188119.61",""
"Germany","1981","797443444396.365",""
"Germany","1980","946695394878.416",""
"Germany","1979","878010564507.523",""
"Germany","1978","737668354430.38",""
"Germany","1977","598226227575.171",""
"Germany","1976","517787944694.734",""
"Germany","1975","488780189204.229",""
"Germany","1974","443618622930.995",""
"Germany","1973","396866739846.323",""
"Germany","1972","298667239158.437",""
"Germany","1971","249039201472.146",""
"Germany","1970","215021803024.635",""
"Greece","2014","237592274370.978",""
"Greece","2013","242230732091.102",""
"Greece","2012","249524986004.585",""
"Greece","2011","288784959688.629",""
"Greece","2010","299615364238.411",""
"Greece","2009","329856904695.749",""
"Greece","2008","354615643767.394",""
"Greece","2007","318684779633.178",""
"Greece","2006","273278760506.837",""
"Greece","2005","247671558263.898",""
"Greece","2004","239648745964.738",""
"Greece","2003","201547291196.388",""
"Greece","2002","152714285714.286",""
"Greece","2001","136006442953.02",""
"Greece","2000","130580339045.513",""
"Greece","1999","142997762625.186",""
"Greece","1998","144918136746.224",""
"Greece","1997","143310745039.311",""
"Greece","1996","146558465458.664",""
"Greece","1995","137382850419.179",""
"Greece","1994","117031601123.596",""
"Greece","1993","109210166468.49",""
"Greece","1992","116653021094.029",""
"Greece","1991","105530753411.853",""
"Greece","1990","98251934651.7627",""
"Greece","1989","79460973562.736",""
"Greece","1988","76542397309.6325",""
"Greece","1987","65894816305.9889",""
"Greece","1986","56587390457.6436",""
"Greece","1985","47997039230.1999",""
"Greece","1984","48197097944.3773",""
"Greece","1983","49611068111.4551",""
"Greece","1982","54819387755.102",""
"Greece","1981","52539360393.6039",""
"Greece","1980","57039168665.0679",""
"Greece","1979","54682612695.4922",""
"Greece","1978","44433209647.4954",""
"Greece","1977","36309898242.3682",""
"Greece","1976","31267723880.597",""
"Greece","1975","28631243358.1297",""
"Greece","1974","25444318181.8182",""
"Greece","1973","22430379746.8354",""
"Greece","1972","16947727272.7273",""
"Greece","1971","14645454545.4545",""
"Greece","1970","13188636363.6364",""
"Greece","1969","11266091570.5718",""
"Greece","1968","9915140546.35072",""
"Greece","1967","9136711287.82434",""
"Greece","1966","8455611129.27936",""
"Greece","1965","7600579093.1158",""
"Greece","1964","6680298250.57961",""
"Greece","1963","5949478034.88751",""
"Greece","1962","5327573509.09843",""
"Greece","1961","5016048786.22753",""
"Greece","1960","4446528164.67559",""
"Hungary","2014","137103927312.973",""
"Hungary","2013","133423898611.949",""
"Hungary","2012","126824840349.811",""
"Hungary","2011","139439620999.229",""
"Hungary","2010","129583005051.363",""
"Hungary","2009","129359841849.523",""
"Hungary","2008","156578897628.628",""
"Hungary","2007","138580119902.13",""
"Hungary","2006","114238447644.85",""
"Hungary","2005","111890070522.215",""
"Hungary","2004","103156817856.564",""
"Hungary","2003","84738408724.8895",""
"Hungary","2002","67366285759.4768",""
"Hungary","2001","53533393254.505",""
"Hungary","2000","47110416253.8918",""
"Hungary","1999","48965869806.5391",""
"Hungary","1998","48548470549.0699",""
"Hungary","1997","47070176267.4125",""
"Hungary","1996","46448783682.4377",""
"Hungary","1995","46166297227.9951",""
"Hungary","1994","42925508499.2651",""
"Hungary","1993","39900742710.4576",""
"Hungary","1992","38514171471.2516",""
"Hungary","1991","34559392150.9333",""
"Ireland","2014","245920712756.466",""
"Ireland","2013","232077367192.537",""
"Ireland","2012","221965977474.818",""
"Ireland","2011","237756880733.945",""
"Ireland","2010","218448211920.53",""
"Ireland","2009","233556543484.301",""
"Ireland","2008","273722279185.587",""
"Ireland","2007","269297153024.911",""
"Ireland","2006","230534688244.888",""
"Ireland","2005","210363014550.429",""
"Ireland","2004","193034765333.996",""
"Ireland","2003","163476072234.763",""
"Ireland","2002","127215415019.763",""
"Ireland","2001","108455212527.964",""
"Ireland","2000","99317578772.8027",""
"Ireland","1999","98541551246.5374",""
"Ireland","1998","89810362229.4494",""
"Ireland","1997","82654608404.9666",""
"Ireland","1996","75695942540.3226",""
"Ireland","1995","69070833333.3333",""
"Ireland","1994","57040636042.4028",""
"Ireland","1993","52365158739.3883",""
"Ireland","1992","55862655768.4577",""
"Ireland","1991","49737736088.2241",""
"Ireland","1990","49256350136.7722",""
"Ireland","1989","39199240986.7173",""
"Ireland","1988","37735212957.4085",""
"Ireland","1987","33886704119.8502",""
"Ireland","1986","28685883849.0886",""
"Ireland","1985","21248771549.9292",""
"Ireland","1984","20086563086.9046",""
"Ireland","1983","20745326416.7564",""
"Ireland","1982","21453275206.7963",""
"Ireland","1981","20649511978.7045",""
"Ireland","1980","21726169283.0555",""
"Ireland","1979","18301096067.0535",""
"Ireland","1978","14633343400.7853",""
"Ireland","1977","11237120483.5829",""
"Ireland","1976","9444381545.42881",""
"Ireland","1975","9474390243.90244",""
"Ireland","1974","7888970723.62364",""
"Ireland","1973","7473663901.21551",""
"Ireland","1972","6311762391.81747",""
"Ireland","1971","5093139133.76773",""
"Ireland","1970","4391608391.60839",""
"Ireland","1969","3787077343.72783",""
"Ireland","1968","3278584478.33023",""
"Ireland","1967","3343636773.36759",""
"Ireland","1966","3104034393.23162",""
"Ireland","1965","2945704142.99765",""
"Ireland","1964","2766608945.87402",""
"Ireland","1963","2430843768.44553",""
"Ireland","1962","2260349684.08625",""
"Ireland","1961","2088012282.35667",""
"Ireland","1960","1939329775.43739",""
"Italy","2014","2144338185064.6",""
"Italy","2013","2136948255815.56",""
"Italy","2012","2075220966827.97",""
"Italy","2011","2278089102029.47",""
"Italy","2010","2126747549668.87",""
"Italy","2009","2186239372047.79",""
"Italy","2008","2391875494360.63",""
"Italy","2007","2204085546126.47",""
"Italy","2006","1943530297327.81",""
"Italy","2005","1853512498445.47",""
"Italy","2004","1799125900173.83",""
"Italy","2003","1570330474040.63",""
"Italy","2002","1267043290043.29",""
"Italy","2001","1162784608501.12",""
"Italy","2000","1142213746084.39",""
"Italy","1999","1249057425953.55",""
"Italy","1998","1266790342366.45",""
